Id2,Id2,Estimate; Total:,PerW,PerAA,per_30to74,SexR
370630016041,370630016041,1864,0.8599785407725322,0.06545064377682404,0.6502145922746781,0.7518796992481204
370630016042,370630016042,2781,0.8439410284070479,0.11974110032362459,0.668824163969795,0.846613545816733
370630016043,370630016043,2019,0.5804853888063398,0.2842991579990094,0.5522535908865776,0.7168367346938775
370630017051,370630017051,1362,0.6453744493392071,0.3487518355359765,0.5249632892804699,0.5150166852057841
370630017052,370630017052,2443,0.5869832173557102,0.3479328694228408,0.39950880065493244,0.8354620586025544
370630017053,370630017053,1393,0.5104091888011486,0.2541277817659727,0.5936826992103375,0.5546875
370630017061,370630017061,3250,0.5673846153846154,0.23476923076923076,0.47969230769230775,1.1768251841929003
370630017062,370630017062,1704,0.5657276995305164,0.29107981220657275,0.5874413145539905,0.6989032901296113
370630017071,370630017071,983,0.7731434384537131,0.0671414038657172,0.5829094608341812,0.6661016949152542
370630017072,370630017072,1857,0.7592891760904685,0.06408185245018848,0.6462035541195477,0.8795546558704453
370630017073,370630017073,402,0.9701492537313433,0.0,0.7014925373134329,0.9705882352941175
370630017074,370630017074,1912,0.9602510460251046,0.004707112970711297,0.682531380753138,0.7902621722846441
370630017075,370630017075,1678,0.899284862932062,0.07926102502979737,0.5023837902264601,0.7552301255230125
370630017081,370630017081,5674,0.2601339443073669,0.688755727881565,0.5051110327811068,0.7610180012414649
370630017091,370630017091,1028,0.0009727626459143969,0.9990272373540856,0.3891050583657588,1.0601202404809618
370630017092,370630017092,1020,0.0,0.9205882352941176,0.46960784313725495,0.9391634980988592
370630017093,370630017093,4878,0.3075030750307503,0.5981959819598196,0.476219762197622,0.673987645847632
370630017101,370630017101,3048,0.4881889763779528,0.43996062992125984,0.4698162729658793,0.8653610771113831
370630017102,370630017102,1354,0.3567208271787297,0.5206794682422452,0.5827178729689807,0.9454022988505748
370630017111,370630017111,1280,0.4515625,0.23359375,0.7085937500000001,0.9364599092284418
370630017112,370630017112,1850,0.27513513513513516,0.6405405405405405,0.38918918918918916,0.6415261756876663
370630017113,370630017113,1610,0.36335403726708076,0.45590062111801244,0.5124223602484472,0.863425925925926
370630018011,370630018011,1745,0.4,0.5575931232091691,0.6412607449856733,1.1177184466019419
370630018012,370630018012,716,0.31424581005586594,0.276536312849162,0.7472067039106146,1.4026845637583893
370630018013,370630018013,3637,0.273302172119879,0.6450371185042617,0.46769315369810277,0.9532760472610098
370630018014,370630018014,1367,0.5859546452084857,0.3043160204828091,0.6210680321872715,1.2974789915966387
370630018015,370630018015,438,0.6484018264840182,0.2968036529680365,0.6118721461187214,0.7661290322580645
370630018021,370630018021,2463,0.268371904181892,0.6443361753958587,0.5542021924482339,0.8787185354691075
370630018022,370630018022,2319,0.3048727899956878,0.6304441569642087,0.4786545924967659,0.6828737300435413
370630018023,370630018023,2046,0.22580645161290322,0.6818181818181818,0.5303030303030303,0.705
370630018024,370630018024,1365,0.5728937728937729,0.16336996336996337,0.4717948717948718,0.9389204545454545
370630018061,370630018061,2118,1.0,0.0,0.6416430594900849,1.0365384615384616
370630018062,370630018062,4688,0.2508532423208191,0.7235494880546075,0.5644197952218432,0.903369874137231
370630018071,370630018071,3439,0.45652806048269845,0.44896772317534167,0.5676068624600175,0.8341333333333333
370630018072,370630018072,3789,0.27843758247558725,0.5735022433359726,0.5954077593032463,0.8528117359413203
370630018073,370630018073,2404,0.33111480865224624,0.591514143094842,0.612728785357737,0.8810641627543035
370630018081,370630018081,2404,0.4617304492512479,0.46422628951747086,0.612728785357737,0.7458242556281771
370630018082,370630018082,6328,0.47076485461441214,0.3971238938053097,0.5760113780025283,1.064600326264274
370630018091,370630018091,3167,0.366277233975371,0.5642563940637828,0.5209977897063466,0.9101326899879372
370630018092,370630018092,2769,0.5467677862044059,0.37703141928494044,0.49729144095341277,0.8325612177365983
370630019001,370630019001,966,0.8312629399585921,0.08281573498964803,0.7236024844720498,0.7188612099644128
370630019002,370630019002,2487,0.7977482911137918,0.12062726176115803,0.6405307599517491,0.8629213483146069
370630020071,370630020071,2006,0.7492522432701895,0.2357926221335992,0.7557328015952144,1.0039960039960039
370630020072,370630020072,2388,0.5431323283082077,0.3869346733668342,0.5607202680067002,1.2131603336422614
370630020073,370630020073,778,0.36375321336760924,0.39331619537275064,0.7506426735218509,0.8746987951807229
370630020081,370630020081,896,0.8459821428571429,0.07366071428571429,0.6238839285714285,0.767258382642998
370630020082,370630020082,2207,0.8763026733121885,0.044404168554599006,0.6497507929315812,1.0416281221091583
370630020091,370630020091,1494,0.17269076305220885,0.8038821954484605,0.5113788487282463,0.7892215568862276
370630020092,370630020092,1220,0.22704918032786886,0.6196721311475409,0.6024590163934427,0.9365079365079364
370630020093,370630020093,1842,0.11292073832790445,0.7817589576547231,0.5955483170466884,1.0043525571273122
370630020131,370630020131,1316,0.48936170212765956,0.43465045592705165,0.6808510638297873,1.0277349768875192
370630020132,370630020132,999,0.7137137137137137,0.26426426426426425,0.7047047047047048,1.0812499999999998
370630020133,370630020133,2132,0.724202626641651,0.1449343339587242,0.600375234521576,0.8253424657534246
370630020151,370630020151,3038,0.6606319947333772,0.28011849901250824,0.5049374588545095,0.9227848101265823
370630020152,370630020152,2062,0.5484966052376333,0.2192046556741028,0.4175557710960232,0.5984496124031008
370630020153,370630020153,682,0.6524926686217009,0.1627565982404692,0.2404692082111437,0.7397959183673469
370630020161,370630020161,3323,0.3448690941919952,0.3876015648510382,0.5479987962684322,1.231699126930826
370630020162,370630020162,2618,0.6065699006875478,0.24675324675324675,0.4682964094728801,1.0565593087195602
370630020171,370630020171,2415,0.8182194616977225,0.014492753623188406,0.5838509316770186,1.0518266779949024
370630020172,370630020172,1283,0.8051441932969603,0.09353078721745908,0.6375681995323461,1.1419031719532555
370630020173,370630020173,3808,0.7250525210084033,0.09900210084033613,0.5493697478991596,0.7516099356025759
370630020181,370630020181,2489,0.8967456809963841,0.029730815588589796,0.5142627561269586,0.9399844115354637
370630020182,370630020182,3799,0.44695972624374836,0.36983416688602266,0.4851276651750461,0.8853598014888338
370630020183,370630020183,3193,0.8149076103977451,0.07860945818979016,0.631381146257438,0.8456647398843932
370630020191,370630020191,1345,0.762825278810409,0.19330855018587362,0.5650557620817844,0.9159544159544161
370630020192,370630020192,1783,0.8160403813796971,0.029164329781267526,0.4705552439708357,1.0192525481313703
370630020193,370630020193,1711,0.7983635300993571,0.15020455873758037,0.625365283459965,0.8577633007600435
370630020201,370630020201,2258,0.7431355181576617,0.09211691762621789,0.5806023029229407,0.8769742310889443
370630020202,370630020202,4635,0.6142394822006473,0.22049622437971952,0.6554476806903992,0.9892703862660945
370630020211,370630020211,3173,0.6173967853766152,0.21178695241096754,0.5414434289316103,0.7549778761061946
370630020212,370630020212,1237,0.5901374292643492,0.3459983831851253,0.5723524656426839,1.2655677655677655
370630020221,370630020221,2366,0.32713440405748095,0.6077768385460693,0.5604395604395604,0.7009345794392523
370630020222,370630020222,2272,0.7077464788732394,0.1641725352112676,0.6016725352112675,0.8263665594855306
370630020231,370630020231,1412,0.7662889518413598,0.14589235127478753,0.618271954674221,1.0316546762589929
370630020232,370630020232,1785,0.653781512605042,0.15798319327731092,0.5686274509803921,1.0330296127562641
370630020241,370630020241,4247,0.6833058629620908,0.2086178478926301,0.6272663056275016,0.9044843049327355
370630020242,370630020242,1169,0.7134302822925578,0.2018819503849444,0.6663815226689478,1.0401396160558465
370630020243,370630020243,1059,0.8101983002832861,0.12181303116147309,0.5986779981114259,0.7768456375838927
370630020251,370630020251,2765,0.3312839059674503,0.4585895117540687,0.64376130198915,0.8457943925233645
370630020252,370630020252,2841,0.5195353748680043,0.4544174586413235,0.54839845124956,0.8715415019762845
370630020253,370630020253,1424,0.523876404494382,0.3813202247191011,0.5617977528089886,0.9641379310344828
370630020261,370630020261,2531,0.24891347293559857,0.7123666534966416,0.5266693006716713,0.753984753984754
370630020262,370630020262,3860,0.09455958549222798,0.6987046632124352,0.41347150259067367,0.8584496870486278
370630020271,370630020271,1201,0.4338051623646961,0.3222314737718568,0.6977518734388011,1.0218855218855218
370630020272,370630020272,5872,0.3819822888283379,0.527758855585831,0.42336512261580383,0.655483507189174
370630020273,370630020273,2225,0.24314606741573033,0.6040449438202247,0.44314606741573037,1.1878072763028515
370630020281,370630020281,2699,0.5420526120785476,0.29862912189699886,0.5998517969618379,0.941726618705036
370630020282,370630020282,1774,0.37767756482525366,0.5636978579481398,0.5152198421645997,0.7024952015355086
370630020283,370630020283,3546,0.4410603496897913,0.2789058093626621,0.6714608009024253,1.1132300357568534
370630021001,370630021001,2204,0.8162431941923775,0.161978221415608,0.6973684210526316,1.0464252553389044
370630021002,370630021002,5336,0.5155547226386806,0.39917541229385306,0.7936656671664165,3.8289592760180993
370630021003,370630021003,1609,0.9403356121814792,0.04785581106277191,0.7141081417029209,1.078811369509044
370630022001,370630022001,2153,0.5703669298653042,0.3706456107756619,0.4784022294472829,0.9223214285714286
370630023001,370630023001,1062,0.2222222222222222,0.6629001883239172,0.49340866290018837,2.3501577287066246
370630023002,370630023002,284,0.1056338028169014,0.6514084507042254,0.47183098591549294,1.2903225806451615
370639801001,370639801001,0,,,,
