PopDen,PerAA,SexR,PerR,per_30to74,0
1910.1660648145944,0.3418553688823959,0.6838868388683887,0.4662212323682257,0.6245434623813003,1
2846.034613546416,0.5560117302052786,0.9597701149425288,0.3726303317535545,0.5847507331378299,2
4700.6010893643015,0.37655172413793103,1.027972027972028,0.7593103448275862,0.5279310344827586,2
1735.6908321919157,0.19197530864197526,0.995073891625616,0.5246132208157525,0.5901234567901235,2
1849.3959510650448,0.3606060606060606,0.91027496382055,0.8531746031746031,0.5174242424242423,11
5260.927803806222,0.40311587147030187,1.3995327102803736,0.5995085995085995,0.6027263875365142,2
3773.415601505914,0.038065843621399184,1.2293577981651376,0.3878406708595388,0.6141975308641976,1
3187.622416788699,0.5056179775280899,0.8936170212765958,0.8192090395480226,0.5599250936329588,2
7554.540462271184,0.4322916666666667,0.949238578680203,0.6145833333333334,0.6263020833333335,6
7730.752788280859,0.11381074168797956,1.0687830687830688,0.6735751295336787,0.4654731457800511,11
4192.564059030298,0.07606490872210954,0.783001808318264,0.15010141987829614,0.7038539553752536,11
5358.175302873456,0.10118406889128097,0.7628083491461101,0.4703982777179763,0.5855758880516685,2
5831.480859745793,0.09163879598662207,0.7363530778164924,0.6657700067249496,0.5070234113712373,2
1709.0135812830426,0.04599056603773585,0.8678414096916299,0.2346698113207547,0.6615566037735848,11
4062.504905013025,0.007867132867132868,0.9792387543252596,0.19910714285714284,0.5804195804195803,1
1814.7987625492167,0.04717948717948718,1.2159090909090908,0.2697435897435897,0.6297435897435897,1
3785.008500725817,0.04300047778308648,0.9952335557673976,0.6693741041567128,0.3827042522694696,11
2900.952076743534,0.23493975903614456,1.2896551724137932,0.9655172413793104,0.08534136546184737,9
2938.327243960246,0.27599243856332706,1.3303964757709252,0.5519848771266541,0.6181474480151229,1
6428.513726362254,0.5899705014749262,1.348729792147806,0.7404129793510325,0.4277286135693215,11
8884.592558970366,0.6554054054054054,1.0375469336670842,0.8022113022113022,0.4582309582309583,1
4182.798359455809,0.3115264797507788,1.2104055087987755,0.6284259984338293,0.5919003115264797,1
3478.115445427729,0.22140699179974105,1.0165361183637946,0.6283987915407855,0.5912818299525248,1
372.037173108798,0.07007575757575757,0.7777777777777778,0.0625,0.7575757575757577,6
2702.2470401542964,0.21237113402061847,1.266355140186916,0.5909580193756727,0.5494845360824743,1
2520.231467423179,0.2484894259818731,1.0,0.3700906344410877,0.5921450151057402,6
3370.4390019099237,0.4135079255685734,1.0013793103448276,0.3762922122674018,0.6560992419021365,1
5437.745069283464,0.5022956841138659,1.3881578947368418,0.8191000918273645,0.5730027548209365,0
5212.1424769192545,0.7009803921568627,0.9883040935672516,0.8872549019607843,0.4647058823529411,5
4526.81147479114,0.415158371040724,0.9134199134199136,0.7058823529411765,0.6481900452488687,1
5988.208603085283,0.6488603988603988,0.9050203527815468,0.7991452991452992,0.5334757834757835,1
3337.9661126062097,0.8625247851949769,0.6445652173913045,0.6580172987358616,0.5333773959021811,1
3976.763304251397,0.2760396039603961,0.7294520547945206,0.8071287128712872,0.4443564356435644,11
3155.2316020818184,0.7629899726526892,0.6496240601503759,0.5115848007414272,0.5077484047402006,9
5824.8394109661085,0.6101468624833111,1.2560240963855422,0.8854447439353099,0.684913217623498,1
9638.035278366786,0.2734018264840183,0.9252747252747252,0.6015981735159818,0.4897260273972602,11
7745.463795553548,0.5855387523629489,0.9849906191369606,0.7868120971740208,0.5122873345935728,11
4924.501319094829,0.6363636363636364,1.3168141592920355,0.8797678275290216,0.5645530939648586,5
4905.612523694171,0.8323699421965318,0.8602150537634409,0.7438316400580551,0.4602601156069364,1
7279.005201760823,0.8341788205453392,0.5355404089581305,0.7384356602186711,0.1987951807228916,1
3383.909459623292,0.9817073170731708,0.5138461538461538,0.6483739837398373,0.6178861788617885,7
4949.732278715767,0.7288956127080182,0.9148319814600232,0.8477064220183487,0.4384266263237518,11
3494.640508721368,0.8327310273618999,0.7738095238095238,0.8964803312629399,0.32627774909654106,10
8350.826066429021,0.35721775602936034,1.0944363103953147,0.9850187265917604,0.41279272981475,1
5888.051588929535,0.2688900468994268,0.6005004170141784,1.0,0.4043772798332465,1
249.33246310137423,0.2405913978494624,0.9893048128342246,0.05869405722670579,0.5685483870967742,11
