Cost_Burdened_Households,Ejectments_per_Square_Mile,Sidewalks,Traffic_Exposure,Healthcare_Workers,Pct_Over_65,0
0.322645291,26.06549418,0.206398898,0.194435382,0.369608231,0.183447665,5.0
0.322645291,26.06549418,0.206398898,0.194435382,0.369608231,0.183447665,2.0
0.287878788,186.12654009999997,0.191329115,0.021349932999999998,0.464660129,0.062215840999999994,2.0
0.287878788,186.12654009999997,0.191329115,0.021349932999999998,0.464660129,0.062215840999999994,5.0
0.30426125,3.49386435,0.41046104,0.12594307300000002,0.43314849,0.232074017,5.0
0.30426125,3.49386435,0.41046104,0.12594307300000002,0.43314849,0.232074017,5.0
0.30426125,3.49386435,0.41046104,0.12594307300000002,0.43314849,0.232074017,5.0
0.30426125,3.49386435,0.41046104,0.12594307300000002,0.43314849,0.232074017,5.0
0.30426125,3.49386435,0.41046104,0.12594307300000002,0.43314849,0.232074017,2.0
0.326182965,59.78878921,0.36582716600000004,0.042396885,0.403339192,0.121835046,0.0
0.57998424,157.59875209999998,0.421398833,0.092849999,0.345169912,0.106073007,0.0
0.57998424,157.59875209999998,0.421398833,0.092849999,0.345169912,0.106073007,0.0
0.57998424,157.59875209999998,0.421398833,0.092849999,0.345169912,0.106073007,2.0
0.40404040399999996,233.16300130000002,0.155635269,0.10820779800000001,0.35168334799999995,0.076089267,2.0
0.40404040399999996,233.16300130000002,0.155635269,0.10820779800000001,0.35168334799999995,0.076089267,0.0
0.46870150000000005,328.58095160000005,0.314536378,0.191032289,0.34997919299999997,0.052409505,0.0
0.46870150000000005,328.58095160000005,0.314536378,0.191032289,0.34997919299999997,0.052409505,0.0
0.46870150000000005,328.58095160000005,0.314536378,0.191032289,0.34997919299999997,0.052409505,2.0
0.344522145,6.751083187000001,0.194624885,0.015600213,0.29099479,0.092938369,2.0
0.344522145,6.751083187000001,0.194624885,0.015600213,0.29099479,0.092938369,2.0
0.344522145,6.751083187000001,0.194624885,0.015600213,0.29099479,0.092938369,2.0
0.344522145,6.751083187000001,0.194624885,0.015600213,0.29099479,0.092938369,2.0
0.344522145,6.751083187000001,0.194624885,0.015600213,0.29099479,0.092938369,2.0
0.46863845,81.28625631,0.103012044,0.045601069,0.24581988899999999,0.06814133,2.0
0.46863845,81.28625631,0.103012044,0.045601069,0.24581988899999999,0.06814133,2.0
0.46863845,81.28625631,0.103012044,0.045601069,0.24581988899999999,0.06814133,2.0
0.46863845,81.28625631,0.103012044,0.045601069,0.24581988899999999,0.06814133,2.0
0.279846659,2.107954355,0.36286177700000005,0.005371898000000001,0.3703125,0.098730606,2.0
0.279846659,2.107954355,0.36286177700000005,0.005371898000000001,0.3703125,0.098730606,2.0
0.305144468,74.29012466,0.315454739,0.041737247000000005,0.321579392,0.062553101,2.0
0.305144468,74.29012466,0.315454739,0.041737247000000005,0.321579392,0.062553101,2.0
0.305144468,74.29012466,0.315454739,0.041737247000000005,0.321579392,0.062553101,2.0
0.208350223,11.80176928,0.47919035,0.035644308,0.3536,0.093143084,2.0
0.208350223,11.80176928,0.47919035,0.035644308,0.3536,0.093143084,2.0
0.331280246,48.38864828,0.276233536,0.080082165,0.296870252,0.065656566,2.0
0.331280246,48.38864828,0.276233536,0.080082165,0.296870252,0.065656566,2.0
0.282646048,0.15210722699999998,0.007373009,0.003988295,0.259977827,0.12258517699999999,2.0
0.282646048,0.15210722699999998,0.007373009,0.003988295,0.259977827,0.12258517699999999,5.0
0.327914798,41.35403169,0.176149028,0.10913971800000001,0.40571243100000004,0.157807993,5.0
0.327914798,41.35403169,0.176149028,0.10913971800000001,0.40571243100000004,0.157807993,5.0
0.327914798,41.35403169,0.176149028,0.10913971800000001,0.40571243100000004,0.157807993,6.0
0.230919765,4.489019804,0.07287013099999999,0.03918284,0.44329268299999997,0.165118679,6.0
0.230919765,4.489019804,0.07287013099999999,0.03918284,0.44329268299999997,0.165118679,2.0
0.5434949960000001,31.95055619,0.31962228800000003,0.10290232199999999,0.274847307,0.16734258300000002,2.0
0.5434949960000001,31.95055619,0.31962228800000003,0.10290232199999999,0.274847307,0.16734258300000002,2.0
0.5434949960000001,31.95055619,0.31962228800000003,0.10290232199999999,0.274847307,0.16734258300000002,2.0
0.30788485600000004,15.83754788,0.164951142,0.025012334,0.330226904,0.095514394,2.0
0.30788485600000004,15.83754788,0.164951142,0.025012334,0.330226904,0.095514394,2.0
0.30788485600000004,15.83754788,0.164951142,0.025012334,0.330226904,0.095514394,0.0
0.42410342,242.6180201,0.27664575399999997,0.20718289399999998,0.300894454,0.11897796,0.0
0.42410342,242.6180201,0.27664575399999997,0.20718289399999998,0.300894454,0.11897796,0.0
0.42410342,242.6180201,0.27664575399999997,0.20718289399999998,0.300894454,0.11897796,4.0
0.47370502200000003,411.400477,0.346958105,0.28656585,0.344099379,0.029717682000000002,4.0
0.47370502200000003,411.400477,0.346958105,0.28656585,0.344099379,0.029717682000000002,5.0
0.39086971,17.10680208,0.206034622,0.052545684,0.532477155,0.145175834,5.0
0.39086971,17.10680208,0.206034622,0.052545684,0.532477155,0.145175834,5.0
0.39086971,17.10680208,0.206034622,0.052545684,0.532477155,0.145175834,5.0
0.369488252,38.42853347,0.300095332,0.189383811,0.386819484,0.16156621699999998,5.0
0.369488252,38.42853347,0.300095332,0.189383811,0.386819484,0.16156621699999998,5.0
0.369488252,38.42853347,0.300095332,0.189383811,0.386819484,0.16156621699999998,5.0
0.280652681,9.049991297,0.194298998,0.142802029,0.47338935600000004,0.12386569900000001,5.0
0.280652681,9.049991297,0.194298998,0.142802029,0.47338935600000004,0.12386569900000001,5.0
0.280652681,9.049991297,0.194298998,0.142802029,0.47338935600000004,0.12386569900000001,2.0
0.204355885,1.0929924009999998,0.473957765,0.025925296,0.352745849,0.058703767000000004,2.0
0.204355885,1.0929924009999998,0.473957765,0.025925296,0.352745849,0.058703767000000004,4.0
0.33718593,39.39845436,0.509590824,0.29124727,0.389517345,0.069945848,4.0
0.33718593,39.39845436,0.509590824,0.29124727,0.389517345,0.069945848,5.0
0.223170184,127.60562069999999,0.27824619899999997,0.148907249,0.41654411799999996,0.083584862,5.0
0.223170184,127.60562069999999,0.27824619899999997,0.148907249,0.41654411799999996,0.083584862,2.0
0.225362872,141.6423454,0.20219842100000002,0.073793467,0.334877258,0.099002849,2.0
0.225362872,141.6423454,0.20219842100000002,0.073793467,0.334877258,0.099002849,5.0
0.23685251100000002,32.15814158,0.358917465,0.084650818,0.445403007,0.068912449,5.0
0.23685251100000002,32.15814158,0.358917465,0.084650818,0.445403007,0.068912449,5.0
0.23685251100000002,32.15814158,0.358917465,0.084650818,0.445403007,0.068912449,2.0
0.251469353,72.04206541,0.352318745,0.104554971,0.344142259,0.065341866,2.0
0.251469353,72.04206541,0.352318745,0.104554971,0.344142259,0.065341866,2.0
0.251469353,72.04206541,0.352318745,0.104554971,0.344142259,0.065341866,0.0
0.430936995,182.6498002,0.37740757700000005,0.1527209,0.387423935,0.091346981,0.0
0.430936995,182.6498002,0.37740757700000005,0.1527209,0.387423935,0.091346981,0.0
0.428189355,51.47411627,0.36137821600000003,0.207565523,0.216065452,0.061056106,0.0
0.428189355,51.47411627,0.36137821600000003,0.207565523,0.216065452,0.061056106,0.0
0.428189355,51.47411627,0.36137821600000003,0.207565523,0.216065452,0.061056106,0.0
0.201756955,31.99471927,0.392909346,0.226332525,0.268039216,0.032494584,0.0
0.201756955,31.99471927,0.392909346,0.226332525,0.268039216,0.032494584,0.0
0.201756955,31.99471927,0.392909346,0.226332525,0.268039216,0.032494584,2.0
0.34564643799999994,0.111822795,0.456780155,0.051158215,0.308441558,0.149795662,2.0
0.34564643799999994,0.111822795,0.456780155,0.051158215,0.308441558,0.149795662,2.0
0.34564643799999994,0.111822795,0.456780155,0.051158215,0.308441558,0.149795662,4.0
0.284105131,80.81589383,1.102398982,0.166254299,0.395189003,0.033915725,4.0
0.557142857,240.28793880000003,0.772118885,0.197265385,0.30747126399999997,0.07813673900000001,4.0
0.557142857,240.28793880000003,0.772118885,0.197265385,0.30747126399999997,0.07813673900000001,
